question_id,n_attempts,discrimination_index,p_value,correct_rate,avg_time_sec,flag,section,subtopic,difficulty_tag
Q06967,7,,,0.2857142857142857,86.14285714285714,insufficient_data,Verbal Ability,Odd One Out,Hard
Q06974,5,,,0.4,28.6,insufficient_data,Logical Reasoning,Clocks & Calendars,Easy
Q06975,8,,,0.625,57.75,insufficient_data,Quantitative Aptitude,Number System,Medium
Q06976,9,,,0.4444444444444444,29.555555555555557,insufficient_data,Logical Reasoning,Venn Diagrams,Easy
Q06978,8,,,0.625,59.875,insufficient_data,Logical Reasoning,Blood Relations,Medium
Q06979,6,,,0.5,87.33333333333333,insufficient_data,Quantitative Aptitude,Pipes & Cisterns,Hard
Q06980,6,,,0.6666666666666666,52.166666666666664,insufficient_data,Quantitative Aptitude,Trigonometry,Medium
Q06985,3,,,0.6666666666666666,26.0,insufficient_data,Verbal Ability,Critical Reasoning,Hard
Q06989,6,,,0.16666666666666666,25.166666666666668,insufficient_data,Verbal Ability,Error Spotting,Easy
Q06990,5,,,0.6,29.2,insufficient_data,Logical Reasoning,Coding-Decoding,Easy
Q06992,8,,,0.25,56.5,insufficient_data,Verbal Ability,Para Jumbles,Medium
Q06993,5,,,0.8,21.8,insufficient_data,Verbal Ability,Odd One Out,Easy
Q06995,8,,,0.25,73.125,insufficient_data,Verbal Ability,Para Summary,Medium
Q07000,9,,,0.7777777777777778,32.22222222222222,insufficient_data,Verbal Ability,Fill in the Blanks,Easy
Q07004,8,,,0.375,61.5,insufficient_data,Data Interpretation,Data Sufficiency (DI),Hard
Q07006,7,,,0.8571428571428571,22.571428571428573,insufficient_data,Verbal Ability,Odd One Out,Easy
Q07007,8,,,0.625,29.375,insufficient_data,Logical Reasoning,Data Sufficiency,Easy
Q07014,7,,,0.2857142857142857,90.71428571428571,insufficient_data,Data Interpretation,Line Graphs,Hard
Q07015,5,,,0.6,71.4,insufficient_data,Verbal Ability,Reading Comprehension,Hard
Q07016,6,,,0.6666666666666666,62.333333333333336,insufficient_data,Quantitative Aptitude,Permutation & Combination,Medium
Q07021,3,,,0.3333333333333333,30.333333333333332,insufficient_data,Verbal Ability,Verbal Analogies,Easy
Q07022,9,,,0.7777777777777778,35.22222222222222,insufficient_data,Quantitative Aptitude,"Time, Speed & Distance",Easy
Q07023,6,,,0.8333333333333334,25.333333333333332,insufficient_data,Quantitative Aptitude,Quadratic Equations,Easy
Q07024,7,,,0.42857142857142855,56.142857142857146,insufficient_data,Logical Reasoning,Cubes & Dice,Medium
Q07026,5,,,0.4,38.8,insufficient_data,Quantitative Aptitude,Averages,Medium
Q07028,9,,,0.6666666666666666,70.22222222222223,insufficient_data,Verbal Ability,Sentence Correction,Hard
Q07042,8,,,0.625,48.25,insufficient_data,Quantitative Aptitude,Surds & Indices,Medium
Q07047,6,,,0.6666666666666666,47.5,insufficient_data,Quantitative Aptitude,Simple Interest,Medium
Q07049,6,,,0.6666666666666666,32.333333333333336,insufficient_data,Data Interpretation,Data Sufficiency (DI),Easy
Q07050,6,,,0.6666666666666666,30.666666666666668,insufficient_data,Logical Reasoning,Analogy,Easy
Q07053,4,,,0.25,61.25,insufficient_data,Logical Reasoning,Analogy,Medium
Q07057,8,,,0.625,35.875,insufficient_data,Quantitative Aptitude,Profit & Loss,Easy
Q07058,6,,,0.6666666666666666,29.0,insufficient_data,Data Interpretation,Data Sufficiency (DI),Easy
Q07060,9,,,0.3333333333333333,62.888888888888886,insufficient_data,Logical Reasoning,Series Completion,Medium
Q07062,8,,,0.5,47.0,insufficient_data,Verbal Ability,Para Summary,Medium
Q07063,8,,,0.5,61.625,insufficient_data,Data Interpretation,Line Graphs,Medium
Q07066,7,,,1.0,28.428571428571427,insufficient_data,Quantitative Aptitude,Trigonometry,Easy
Q07067,9,,,0.6666666666666666,50.22222222222222,insufficient_data,Logical Reasoning,Cubes & Dice,Medium
Q07071,7,,,0.7142857142857143,43.142857142857146,insufficient_data,Verbal Ability,Odd One Out,Medium
Q07072,8,,,0.0,98.125,insufficient_data,Data Interpretation,Venn-based DI,Hard
Q07077,5,,,0.8,25.6,insufficient_data,Quantitative Aptitude,Partnership,Easy
Q07080,9,,,0.3333333333333333,111.77777777777777,insufficient_data,Quantitative Aptitude,Averages,Hard
Q07081,7,,,0.42857142857142855,89.0,insufficient_data,Logical Reasoning,Seating Arrangement,Hard
Q07083,8,,,0.25,58.0,insufficient_data,Data Interpretation,Pie Charts,Medium
Q07084,6,,,0.5,43.666666666666664,insufficient_data,Data Interpretation,Caselets,Medium
Q07086,7,,,0.2857142857142857,99.0,insufficient_data,Verbal Ability,Reading Comprehension,Hard
Q07088,7,,,1.0,23.857142857142858,insufficient_data,Data Interpretation,Tables,Easy
Q07090,8,,,0.625,62.875,insufficient_data,Quantitative Aptitude,Probability,Medium
Q07092,7,,,0.5714285714285714,26.714285714285715,insufficient_data,Verbal Ability,Para Jumbles,Easy
Q07094,7,,,0.7142857142857143,49.0,insufficient_data,Logical Reasoning,Syllogisms,Medium
Q07095,2,,,0.5,31.0,insufficient_data,Quantitative Aptitude,Linear Equations,Easy
Q07096,9,,,0.5555555555555556,34.77777777777778,insufficient_data,Verbal Ability,Cloze Test,Easy
Q07097,6,,,0.3333333333333333,58.166666666666664,insufficient_data,Quantitative Aptitude,Probability,Medium
Q07098,6,,,0.6666666666666666,32.166666666666664,insufficient_data,Quantitative Aptitude,Algebra,Easy
Q07101,6,,,0.5,48.166666666666664,insufficient_data,Verbal Ability,Sentence Correction,Medium
Q07103,8,,,0.125,119.25,insufficient_data,Quantitative Aptitude,"Time, Speed & Distance",Hard
Q07105,4,,,0.75,19.5,insufficient_data,Logical Reasoning,Analogy,Easy
Q07108,9,,,0.5555555555555556,28.666666666666668,insufficient_data,Quantitative Aptitude,Surds & Indices,Easy
Q07109,9,,,0.6666666666666666,67.55555555555556,insufficient_data,Quantitative Aptitude,Probability,Hard
Q07110,7,,,0.2857142857142857,19.285714285714285,insufficient_data,Quantitative Aptitude,Profit & Loss,Easy
Q07112,5,,,0.8,32.6,insufficient_data,Verbal Ability,Para Jumbles,Easy
Q07116,5,,,0.4,41.2,insufficient_data,Quantitative Aptitude,Set Theory,Medium
Q07117,4,,,0.75,37.0,insufficient_data,Data Interpretation,Radar/Spider Charts,Easy
Q07118,8,,,0.375,87.875,insufficient_data,Quantitative Aptitude,Number System,Hard
Q07120,4,,,0.75,30.75,insufficient_data,Data Interpretation,Caselets,Easy
Q07121,7,,,0.2857142857142857,29.857142857142858,insufficient_data,Logical Reasoning,Clocks & Calendars,Easy
Q07122,7,,,0.8571428571428571,27.0,insufficient_data,Quantitative Aptitude,Probability,Easy
Q07123,6,,,0.16666666666666666,86.66666666666667,insufficient_data,Logical Reasoning,Seating Arrangement,Hard
Q07124,2,,,0.0,49.0,insufficient_data,Logical Reasoning,Ranking & Order,Medium
Q07126,9,,,0.5555555555555556,66.66666666666667,insufficient_data,Logical Reasoning,Statement & Conclusion,Medium
Q07128,9,,,0.5555555555555556,56.22222222222222,insufficient_data,Quantitative Aptitude,Time & Work,Medium
Q07129,8,,,0.375,58.0,insufficient_data,Data Interpretation,Data Sufficiency (DI),Medium
Q07131,6,,,0.6666666666666666,49.333333333333336,insufficient_data,Data Interpretation,Data Sufficiency (DI),Medium
Q07132,9,,,0.5555555555555556,34.55555555555556,insufficient_data,Quantitative Aptitude,Probability,Easy
Q07133,9,,,0.5555555555555556,95.22222222222223,insufficient_data,Quantitative Aptitude,Linear Equations,Hard
Q07134,5,,,0.4,26.4,insufficient_data,Data Interpretation,Bar Graphs,Easy
Q07135,8,,,0.75,52.125,insufficient_data,Logical Reasoning,Ranking & Order,Medium
Q07139,8,,,0.125,56.125,insufficient_data,Verbal Ability,Error Spotting,Medium
Q07140,7,,,0.7142857142857143,24.714285714285715,insufficient_data,Quantitative Aptitude,Averages,Easy
Q07141,8,,,0.625,63.875,insufficient_data,Verbal Ability,Idioms & Phrases,Medium
Q07142,8,,,0.875,67.75,insufficient_data,Logical Reasoning,Syllogisms,Medium
Q07143,8,,,0.375,55.875,insufficient_data,Verbal Ability,Error Spotting,Medium
Q07144,9,,,0.7777777777777778,48.666666666666664,insufficient_data,Logical Reasoning,Blood Relations,Medium
Q07147,6,,,0.6666666666666666,37.166666666666664,insufficient_data,Logical Reasoning,Cubes & Dice,Easy
Q07148,7,,,0.5714285714285714,62.0,insufficient_data,Logical Reasoning,Data Sufficiency,Medium
Q07150,6,,,0.5,22.666666666666668,insufficient_data,Quantitative Aptitude,Logarithms,Easy
Q07151,9,,,0.7777777777777778,44.666666666666664,insufficient_data,Quantitative Aptitude,Compound Interest,Medium
Q07152,9,,,0.3333333333333333,41.0,insufficient_data,Quantitative Aptitude,Mixtures & Alligations,Medium
Q07153,9,,,0.5555555555555556,44.0,insufficient_data,Quantitative Aptitude,Set Theory,Medium
Q07156,5,,,0.8,28.0,insufficient_data,Verbal Ability,Para Jumbles,Easy
Q07157,6,,,0.5,99.5,insufficient_data,Verbal Ability,Reading Comprehension,Hard
Q07158,7,,,0.42857142857142855,64.71428571428571,insufficient_data,Logical Reasoning,Data Sufficiency,Medium
Q07159,4,,,0.5,23.5,insufficient_data,Logical Reasoning,Clocks & Calendars,Easy
Q07162,8,,,0.625,51.0,insufficient_data,Quantitative Aptitude,Trigonometry,Medium
Q07164,6,,,0.6666666666666666,114.33333333333333,insufficient_data,Data Interpretation,Tables,Hard
Q07165,6,,,1.0,58.333333333333336,insufficient_data,Logical Reasoning,Direction Sense,Medium
Q07166,6,,,0.5,68.33333333333333,insufficient_data,Logical Reasoning,Blood Relations,Medium
Q07168,9,,,0.6666666666666666,29.88888888888889,insufficient_data,Quantitative Aptitude,Number System,Easy
Q07171,6,,,0.6666666666666666,59.333333333333336,insufficient_data,Quantitative Aptitude,Linear Equations,Medium
Q07172,7,,,0.2857142857142857,76.71428571428571,insufficient_data,Logical Reasoning,Blood Relations,Medium
Q07173,6,,,0.6666666666666666,30.5,insufficient_data,Verbal Ability,Sentence Correction,Easy
Q07174,8,,,0.75,73.875,insufficient_data,Verbal Ability,Odd One Out,Hard
Q07176,4,,,0.75,29.0,insufficient_data,Quantitative Aptitude,Permutation & Combination,Easy
Q07178,7,,,0.7142857142857143,28.428571428571427,insufficient_data,Data Interpretation,Caselets,Easy
Q07182,7,,,0.7142857142857143,60.285714285714285,insufficient_data,Quantitative Aptitude,"Time, Speed & Distance",Medium
Q07184,9,,,0.2222222222222222,52.666666666666664,insufficient_data,Logical Reasoning,Venn Diagrams,Medium
Q07186,6,,,0.5,47.333333333333336,insufficient_data,Data Interpretation,Data Sufficiency (DI),Medium
Q07191,8,,,0.5,43.875,insufficient_data,Data Interpretation,Venn-based DI,Medium
Q07192,6,,,0.8333333333333334,49.0,insufficient_data,Quantitative Aptitude,Surds & Indices,Medium
Q07193,8,,,0.875,23.0,insufficient_data,Logical Reasoning,Statement & Assumption,Easy
Q07195,8,,,0.75,76.25,insufficient_data,Logical Reasoning,Puzzles,Hard
Q07198,3,,,0.6666666666666666,53.0,insufficient_data,Quantitative Aptitude,Partnership,Medium
Q07200,9,,,0.7777777777777778,24.22222222222222,insufficient_data,Quantitative Aptitude,Progressions (AP/GP),Easy
Q07202,7,,,0.5714285714285714,79.85714285714286,insufficient_data,Logical Reasoning,Direction Sense,Hard
Q07206,6,,,0.6666666666666666,56.833333333333336,insufficient_data,Quantitative Aptitude,Partnership,Medium
Q07208,6,,,0.5,73.0,insufficient_data,Data Interpretation,Tables,Hard
Q07209,7,,,0.5714285714285714,97.14285714285714,insufficient_data,Logical Reasoning,Statement & Conclusion,Hard
Q07210,4,,,0.25,57.0,insufficient_data,Data Interpretation,Tables,Medium
Q07211,7,,,0.5714285714285714,26.285714285714285,insufficient_data,Verbal Ability,Idioms & Phrases,Easy
Q07215,6,,,0.16666666666666666,120.83333333333333,insufficient_data,Quantitative Aptitude,Profit & Loss,Hard
Q07217,6,,,0.3333333333333333,92.66666666666667,insufficient_data,Logical Reasoning,Venn Diagrams,Hard
Q07218,9,,,0.4444444444444444,57.22222222222222,insufficient_data,Logical Reasoning,Seating Arrangement,Medium
Q07219,9,,,1.0,27.666666666666668,insufficient_data,Quantitative Aptitude,Ratio & Proportion,Easy
Q07220,5,,,0.8,32.4,insufficient_data,Quantitative Aptitude,Number System,Easy
Q07221,8,,,0.625,29.25,insufficient_data,Quantitative Aptitude,"Time, Speed & Distance",Easy
Q07222,9,,,0.4444444444444444,83.0,insufficient_data,Quantitative Aptitude,Set Theory,Hard
Q07224,8,,,1.0,36.75,insufficient_data,Verbal Ability,Sentence Correction,Medium
Q07226,8,,,0.5,83.875,insufficient_data,Logical Reasoning,Ranking & Order,Hard
Q07228,5,,,0.2,52.6,insufficient_data,Verbal Ability,Idioms & Phrases,Medium
Q07229,6,,,0.6666666666666666,25.666666666666668,insufficient_data,Logical Reasoning,Ranking & Order,Easy
Q07230,9,,,0.4444444444444444,76.88888888888889,insufficient_data,Verbal Ability,Verbal Analogies,Hard
Q07232,4,,,0.75,80.25,insufficient_data,Logical Reasoning,Clocks & Calendars,Medium
Q07234,9,,,0.7777777777777778,21.77777777777778,insufficient_data,Quantitative Aptitude,Compound Interest,Easy
Q07238,7,,,0.7142857142857143,34.285714285714285,insufficient_data,Data Interpretation,Bar Graphs,Easy
Q07239,5,,,0.8,40.6,insufficient_data,Logical Reasoning,Syllogisms,Medium
Q07241,9,,,0.5555555555555556,71.66666666666667,insufficient_data,Verbal Ability,Cloze Test,Medium
Q07242,8,,,0.625,92.5,insufficient_data,Verbal Ability,Critical Reasoning,Hard
Q07244,7,,,0.42857142857142855,49.285714285714285,insufficient_data,Quantitative Aptitude,Logarithms,Medium
Q07245,6,,,0.3333333333333333,57.5,insufficient_data,Logical Reasoning,Series Completion,Medium
Q07246,7,,,0.14285714285714285,82.14285714285714,insufficient_data,Quantitative Aptitude,"Time, Speed & Distance",Medium
Q07247,8,,,0.625,36.25,insufficient_data,Data Interpretation,Venn-based DI,Easy
Q07254,8,,,0.75,31.125,insufficient_data,Data Interpretation,Data Sufficiency (DI),Easy
Q07255,9,,,0.4444444444444444,88.0,insufficient_data,Data Interpretation,Pie Charts,Hard
Q07256,7,,,0.5714285714285714,51.714285714285715,insufficient_data,Logical Reasoning,Seating Arrangement,Medium
Q07259,5,,,1.0,25.0,insufficient_data,Verbal Ability,Para Jumbles,Easy
Q07263,7,,,0.7142857142857143,41.714285714285715,insufficient_data,Logical Reasoning,Coding-Decoding,Medium
Q07265,9,,,0.1111111111111111,80.22222222222223,insufficient_data,Logical Reasoning,Direction Sense,Hard
Q07266,5,,,1.0,26.6,insufficient_data,Quantitative Aptitude,Mensuration,Easy
Q07272,9,,,0.7777777777777778,53.111111111111114,insufficient_data,Data Interpretation,Data Sufficiency (DI),Medium
Q07273,9,,,0.4444444444444444,27.11111111111111,insufficient_data,Data Interpretation,Venn-based DI,Easy
Q07274,9,,,0.2222222222222222,55.0,insufficient_data,Verbal Ability,Cloze Test,Medium
Q07275,9,,,0.5555555555555556,30.77777777777778,insufficient_data,Verbal Ability,Cloze Test,Easy
Q07277,8,,,0.625,25.875,insufficient_data,Verbal Ability,Idioms & Phrases,Easy
Q07280,5,,,0.6,58.0,insufficient_data,Quantitative Aptitude,Probability,Medium
Q07281,4,,,0.5,53.75,insufficient_data,Logical Reasoning,Direction Sense,Medium
Q07282,6,,,0.5,64.33333333333333,insufficient_data,Quantitative Aptitude,Quadratic Equations,Medium
Q07283,8,,,0.375,72.0,insufficient_data,Verbal Ability,Para Jumbles,Medium
Q07285,6,,,0.3333333333333333,41.333333333333336,insufficient_data,Quantitative Aptitude,Averages,Medium
Q07289,6,,,0.3333333333333333,35.166666666666664,insufficient_data,Quantitative Aptitude,Number System,Easy
Q07293,9,,,0.7777777777777778,33.44444444444444,insufficient_data,Logical Reasoning,Seating Arrangement,Easy
Q07294,9,,,0.4444444444444444,52.22222222222222,insufficient_data,Quantitative Aptitude,Averages,Medium
Q07296,4,,,0.75,32.75,insufficient_data,Data Interpretation,Pie Charts,Easy
Q07297,7,,,0.2857142857142857,107.71428571428571,insufficient_data,Verbal Ability,Critical Reasoning,Hard
Q07299,7,,,0.5714285714285714,28.428571428571427,insufficient_data,Verbal Ability,Para Summary,Easy
Q07300,8,,,0.375,74.0,insufficient_data,Logical Reasoning,Venn Diagrams,Hard
Q07307,8,,,0.625,42.75,insufficient_data,Verbal Ability,Reading Comprehension,Medium
Q07313,9,,,0.6666666666666666,32.77777777777778,insufficient_data,Verbal Ability,Fill in the Blanks,Easy
Q07321,4,,,0.5,44.0,insufficient_data,Logical Reasoning,Input-Output,Medium
Q07324,6,,,0.6666666666666666,24.0,insufficient_data,Quantitative Aptitude,Linear Equations,Easy
Q07325,9,,,0.5555555555555556,106.22222222222223,insufficient_data,Quantitative Aptitude,Permutation & Combination,Hard
Q07327,9,,,0.6666666666666666,24.555555555555557,insufficient_data,Quantitative Aptitude,Compound Interest,Easy
Q07328,9,,,0.5555555555555556,27.22222222222222,insufficient_data,Quantitative Aptitude,Simple Interest,Easy
Q07330,5,,,0.6,58.4,insufficient_data,Quantitative Aptitude,Mensuration,Medium
Q07332,3,,,0.3333333333333333,74.66666666666667,insufficient_data,Data Interpretation,Caselets,Medium
Q07333,5,,,0.0,38.0,insufficient_data,Logical Reasoning,Blood Relations,Easy
Q07334,3,,,1.0,20.0,insufficient_data,Verbal Ability,Cloze Test,Easy
Q07335,5,,,0.4,50.8,insufficient_data,Verbal Ability,Para Jumbles,Medium
Q07336,6,,,0.8333333333333334,23.333333333333332,insufficient_data,Logical Reasoning,Statement & Assumption,Easy
Q07338,9,,,0.6666666666666666,57.888888888888886,insufficient_data,Data Interpretation,Caselets,Medium
Q07340,8,,,0.25,77.75,insufficient_data,Quantitative Aptitude,"Time, Speed & Distance",Hard
Q07341,7,,,0.14285714285714285,88.57142857142857,insufficient_data,Verbal Ability,Sentence Correction,Hard
Q07342,8,,,0.25,47.875,insufficient_data,Verbal Ability,Synonyms & Antonyms,Medium
Q07344,7,,,0.5714285714285714,25.714285714285715,insufficient_data,Quantitative Aptitude,Mixtures & Alligations,Easy
Q07345,8,,,0.5,46.0,insufficient_data,Quantitative Aptitude,Linear Equations,Medium
Q07346,2,,,0.5,85.0,insufficient_data,Quantitative Aptitude,Geometry,Medium
Q07349,6,,,0.6666666666666666,32.5,insufficient_data,Quantitative Aptitude,Ratio & Proportion,Easy
Q07351,3,,,0.6666666666666666,26.333333333333332,insufficient_data,Data Interpretation,Line Graphs,Easy
Q07353,8,,,0.375,60.25,insufficient_data,Logical Reasoning,Venn Diagrams,Medium
Q07354,6,,,0.6666666666666666,64.5,insufficient_data,Logical Reasoning,Cubes & Dice,Medium
Q07356,7,,,0.5714285714285714,59.57142857142857,insufficient_data,Quantitative Aptitude,Progressions (AP/GP),Medium
Q07358,5,,,0.4,63.4,insufficient_data,Logical Reasoning,Venn Diagrams,Medium
Q07359,7,,,0.42857142857142855,75.42857142857143,insufficient_data,Data Interpretation,Venn-based DI,Medium
Q07363,8,,,0.625,70.625,insufficient_data,Quantitative Aptitude,Logarithms,Hard
Q07365,7,,,0.7142857142857143,57.285714285714285,insufficient_data,Verbal Ability,Verbal Analogies,Medium
Q07367,7,,,0.5714285714285714,35.142857142857146,insufficient_data,Quantitative Aptitude,Probability,Easy
Q07368,8,,,0.75,26.25,insufficient_data,Data Interpretation,Venn-based DI,Easy
Q07369,6,,,0.6666666666666666,30.166666666666668,insufficient_data,Logical Reasoning,Blood Relations,Easy
Q07372,8,,,0.625,23.25,insufficient_data,Data Interpretation,Bar Graphs,Easy
Q07374,5,,,0.8,54.4,insufficient_data,Quantitative Aptitude,Set Theory,Medium
Q07376,9,,,0.5555555555555556,77.22222222222223,insufficient_data,Logical Reasoning,Analogy,Hard
Q07377,8,,,0.875,21.25,insufficient_data,Quantitative Aptitude,Quadratic Equations,Easy
Q07381,9,,,1.0,31.333333333333332,insufficient_data,Verbal Ability,Idioms & Phrases,Easy
Q07382,7,,,0.7142857142857143,25.857142857142858,insufficient_data,Quantitative Aptitude,Partnership,Easy
Q07384,7,,,0.42857142857142855,56.285714285714285,insufficient_data,Quantitative Aptitude,Partnership,Medium
Q07386,7,,,0.7142857142857143,28.142857142857142,insufficient_data,Logical Reasoning,Input-Output,Easy
Q07388,7,,,0.8571428571428571,40.857142857142854,insufficient_data,Quantitative Aptitude,Number System,Medium
Q07390,9,,,0.8888888888888888,49.888888888888886,insufficient_data,Verbal Ability,Cloze Test,Medium
Q07391,8,,,0.5,73.125,insufficient_data,Logical Reasoning,Venn Diagrams,Hard
Q07392,4,,,0.5,52.0,insufficient_data,Quantitative Aptitude,Surds & Indices,Medium
Q07395,8,,,0.625,30.875,insufficient_data,Verbal Ability,Idioms & Phrases,Easy
Q07397,8,,,0.5,97.375,insufficient_data,Data Interpretation,Mixed DI Sets,Hard
Q07400,7,,,1.0,61.0,insufficient_data,Logical Reasoning,Puzzles,Medium
Q07401,7,,,0.5714285714285714,61.714285714285715,insufficient_data,Verbal Ability,Cloze Test,Hard
Q07402,7,,,1.0,42.857142857142854,insufficient_data,Data Interpretation,Data Sufficiency (DI),Medium
Q07403,9,,,0.3333333333333333,68.66666666666667,insufficient_data,Quantitative Aptitude,Set Theory,Medium
Q07404,5,,,0.4,85.4,insufficient_data,Logical Reasoning,Seating Arrangement,Hard
Q07405,7,,,1.0,74.42857142857143,insufficient_data,Quantitative Aptitude,Mensuration,Medium
Q07407,2,,,0.0,33.5,insufficient_data,Logical Reasoning,Clocks & Calendars,Easy
Q07408,4,,,0.5,41.0,insufficient_data,Verbal Ability,Idioms & Phrases,Medium
Q07411,7,,,0.7142857142857143,58.42857142857143,insufficient_data,Logical Reasoning,Seating Arrangement,Medium
Q07412,6,,,0.6666666666666666,52.333333333333336,insufficient_data,Quantitative Aptitude,Logarithms,Medium
Q07413,5,,,0.2,70.6,insufficient_data,Logical Reasoning,Analogy,Hard
Q07414,8,,,0.875,49.25,insufficient_data,Data Interpretation,Mixed DI Sets,Medium
Q07415,8,,,0.75,32.625,insufficient_data,Verbal Ability,Error Spotting,Easy
Q07416,5,,,0.2,37.0,insufficient_data,Logical Reasoning,Direction Sense,Easy
Q07418,7,,,0.7142857142857143,28.571428571428573,insufficient_data,Quantitative Aptitude,Partnership,Easy
Q07419,5,,,0.4,76.2,insufficient_data,Logical Reasoning,Seating Arrangement,Hard
Q07422,7,,,0.7142857142857143,57.714285714285715,insufficient_data,Logical Reasoning,Data Sufficiency,Medium
Q07424,5,,,0.6,95.8,insufficient_data,Logical Reasoning,Input-Output,Hard
Q07425,5,,,0.4,115.2,insufficient_data,Logical Reasoning,Series Completion,Hard
Q07435,4,,,1.0,35.75,insufficient_data,Verbal Ability,Para Summary,Easy
Q07436,6,,,0.5,62.5,insufficient_data,Quantitative Aptitude,Probability,Medium
Q07439,5,,,0.6,45.6,insufficient_data,Quantitative Aptitude,Pipes & Cisterns,Medium
Q07440,8,,,0.375,89.125,insufficient_data,Verbal Ability,Para Summary,Hard
Q07443,4,,,0.75,44.75,insufficient_data,Verbal Ability,Error Spotting,Medium
Q07445,7,,,0.5714285714285714,23.428571428571427,insufficient_data,Logical Reasoning,Cubes & Dice,Easy
Q07446,9,,,0.5555555555555556,61.55555555555556,insufficient_data,Quantitative Aptitude,Pipes & Cisterns,Medium
Q07447,7,,,0.42857142857142855,51.285714285714285,insufficient_data,Logical Reasoning,Input-Output,Medium
Q07451,7,,,0.42857142857142855,61.0,insufficient_data,Verbal Ability,Cloze Test,Medium
Q07452,5,,,0.8,45.6,insufficient_data,Quantitative Aptitude,Profit & Loss,Medium
Q07453,7,,,0.8571428571428571,66.57142857142857,insufficient_data,Verbal Ability,Odd One Out,Medium
Q07454,6,,,0.6666666666666666,50.5,insufficient_data,Verbal Ability,Para Summary,Medium
Q07456,6,,,1.0,20.833333333333332,insufficient_data,Quantitative Aptitude,Trigonometry,Easy
Q07457,9,,,0.5555555555555556,22.77777777777778,insufficient_data,Verbal Ability,Fill in the Blanks,Easy
Q07458,5,,,0.2,69.0,insufficient_data,Logical Reasoning,Clocks & Calendars,Medium
Q07459,6,,,0.5,53.833333333333336,insufficient_data,Verbal Ability,Critical Reasoning,Medium
Q07462,7,,,0.5714285714285714,59.857142857142854,insufficient_data,Verbal Ability,Critical Reasoning,Medium
Q07464,8,,,0.625,30.25,insufficient_data,Logical Reasoning,Syllogisms,Easy
Q07465,5,,,0.8,55.0,insufficient_data,Quantitative Aptitude,Quadratic Equations,Medium
Q07466,9,,,0.5555555555555556,48.111111111111114,insufficient_data,Logical Reasoning,Direction Sense,Medium
Q07468,4,,,0.0,136.25,insufficient_data,Data Interpretation,Mixed DI Sets,Hard
Q07472,8,,,0.625,86.625,insufficient_data,Verbal Ability,Fill in the Blanks,Hard
Q07473,9,,,0.2222222222222222,96.55555555555556,insufficient_data,Data Interpretation,Mixed DI Sets,Hard
Q07474,7,,,0.42857142857142855,22.142857142857142,insufficient_data,Verbal Ability,Critical Reasoning,Easy
Q07476,8,,,0.75,43.75,insufficient_data,Logical Reasoning,Coding-Decoding,Medium
Q07477,9,,,0.5555555555555556,30.77777777777778,insufficient_data,Data Interpretation,Caselets,Easy
Q07483,9,,,0.6666666666666666,57.55555555555556,insufficient_data,Quantitative Aptitude,Partnership,Medium
Q07484,7,,,0.5714285714285714,34.42857142857143,insufficient_data,Logical Reasoning,Venn Diagrams,Easy
Q07485,9,,,0.6666666666666666,27.666666666666668,insufficient_data,Quantitative Aptitude,Compound Interest,Easy
Q07487,4,,,0.5,30.25,insufficient_data,Logical Reasoning,Cubes & Dice,Easy
Q07489,9,,,0.6666666666666666,69.22222222222223,insufficient_data,Verbal Ability,Sentence Correction,Medium
Q07490,6,,,0.3333333333333333,54.333333333333336,insufficient_data,Logical Reasoning,Data Sufficiency,Medium
Q07493,8,,,0.875,21.375,insufficient_data,Verbal Ability,Para Jumbles,Easy
Q07494,5,,,0.4,91.0,insufficient_data,Verbal Ability,Critical Reasoning,Hard
Q07495,4,,,0.75,39.25,insufficient_data,Logical Reasoning,Analogy,Medium
Q07499,6,,,0.5,27.333333333333332,insufficient_data,Logical Reasoning,Input-Output,Easy
Q07504,8,,,0.5,57.5,insufficient_data,Logical Reasoning,Series Completion,Medium
Q07505,7,,,0.2857142857142857,29.428571428571427,insufficient_data,Quantitative Aptitude,Percentages,Easy
Q07508,7,,,0.2857142857142857,101.0,insufficient_data,Verbal Ability,Error Spotting,Hard
Q07509,4,,,0.25,70.75,insufficient_data,Data Interpretation,Mixed DI Sets,Medium
Q07512,8,,,0.75,47.75,insufficient_data,Quantitative Aptitude,Geometry,Medium
Q07515,9,,,0.7777777777777778,68.33333333333333,insufficient_data,Logical Reasoning,Blood Relations,Medium
Q07516,6,,,0.5,22.0,insufficient_data,Logical Reasoning,Input-Output,Easy
Q07518,6,,,0.3333333333333333,92.66666666666667,insufficient_data,Logical Reasoning,Direction Sense,Hard
Q07520,9,,,0.5555555555555556,81.22222222222223,insufficient_data,Logical Reasoning,Direction Sense,Hard
Q07521,7,,,0.42857142857142855,28.0,insufficient_data,Data Interpretation,Line Graphs,Easy
Q07522,7,,,0.42857142857142855,58.714285714285715,insufficient_data,Logical Reasoning,Ranking & Order,Medium
Q07523,7,,,0.42857142857142855,75.42857142857143,insufficient_data,Verbal Ability,Reading Comprehension,Hard
Q07525,4,,,0.75,37.25,insufficient_data,Logical Reasoning,Series Completion,Easy
Q07526,9,,,0.8888888888888888,49.0,insufficient_data,Quantitative Aptitude,"Time, Speed & Distance",Medium
Q07533,8,,,0.875,45.125,insufficient_data,Data Interpretation,Caselets,Medium
Q07536,6,,,0.6666666666666666,61.0,insufficient_data,Verbal Ability,Critical Reasoning,Medium
