question_id,section,subtopic,difficulty_tag,exam_tags,exam_tags_list,num_exam_tags
Q08592,Quantitative Aptitude,Averages,Easy,"General,Placements,SSC","['General', 'Placements', 'SSC']",3
Q08593,Logical Reasoning,Coding-Decoding,Easy,"Banking,General","['Banking', 'General']",2
Q08594,Logical Reasoning,Syllogisms,Medium,"General,TCS NQT,SSC","['General', 'TCS NQT', 'SSC']",3
Q08595,Quantitative Aptitude,Geometry,Hard,"General,CAT,TCS NQT","['General', 'CAT', 'TCS NQT']",3
Q08596,Verbal Ability,Cloze Test,Medium,"CAT,SSC,General","['CAT', 'SSC', 'General']",3
Q08597,Quantitative Aptitude,"Time, Speed & Distance",Easy,SSC,['SSC'],1
Q08598,Quantitative Aptitude,Probability,Medium,CAT,['CAT'],1
Q08599,Quantitative Aptitude,Algebra,Medium,Banking,['Banking'],1
Q08600,Quantitative Aptitude,Pipes & Cisterns,Easy,SSC,['SSC'],1
Q08601,Data Interpretation,Venn-based DI,Easy,"Banking,General","['Banking', 'General']",2
Q08602,Quantitative Aptitude,Simple Interest,Easy,"SSC,General","['SSC', 'General']",2
Q08603,Logical Reasoning,Statement & Conclusion,Medium,"CAT,SSC","['CAT', 'SSC']",2
Q08604,Logical Reasoning,Statement & Assumption,Medium,"Placements,Banking,CAT","['Placements', 'Banking', 'CAT']",3
Q08605,Quantitative Aptitude,Logarithms,Medium,"Banking,SSC","['Banking', 'SSC']",2
Q08606,Quantitative Aptitude,Pipes & Cisterns,Easy,"General,Placements","['General', 'Placements']",2
Q08607,Verbal Ability,Odd One Out,Easy,CAT,['CAT'],1
Q08608,Logical Reasoning,Venn Diagrams,Medium,"Placements,Banking,SSC","['Placements', 'Banking', 'SSC']",3
Q08609,Quantitative Aptitude,Logarithms,Hard,"CAT,General,Placements","['CAT', 'General', 'Placements']",3
Q08610,Logical Reasoning,Data Sufficiency,Hard,"Banking,Placements","['Banking', 'Placements']",2
Q08611,Verbal Ability,Idioms & Phrases,Easy,"General,CAT","['General', 'CAT']",2
Q08612,Quantitative Aptitude,Time & Work,Hard,SSC,['SSC'],1
Q08613,Quantitative Aptitude,Algebra,Medium,"General,Placements,TCS NQT","['General', 'Placements', 'TCS NQT']",3
Q08614,Logical Reasoning,Blood Relations,Hard,"Banking,General,SSC","['Banking', 'General', 'SSC']",3
Q08615,Logical Reasoning,Venn Diagrams,Easy,"Placements,CAT,General","['Placements', 'CAT', 'General']",3
Q08616,Quantitative Aptitude,Quadratic Equations,Easy,Banking,['Banking'],1
Q08617,Quantitative Aptitude,Averages,Medium,TCS NQT,['TCS NQT'],1
Q08618,Verbal Ability,Fill in the Blanks,Easy,"Banking,TCS NQT","['Banking', 'TCS NQT']",2
Q08619,Data Interpretation,Caselets,Medium,"General,Banking","['General', 'Banking']",2
Q08620,Quantitative Aptitude,Number System,Medium,"TCS NQT,General","['TCS NQT', 'General']",2
Q08621,Logical Reasoning,Blood Relations,Easy,"SSC,CAT","['SSC', 'CAT']",2
Q08622,Quantitative Aptitude,Surds & Indices,Easy,"General,TCS NQT,CAT","['General', 'TCS NQT', 'CAT']",3
Q08623,Logical Reasoning,Seating Arrangement,Hard,"Banking,SSC","['Banking', 'SSC']",2
Q08624,Verbal Ability,Fill in the Blanks,Easy,Placements,['Placements'],1
Q08625,Verbal Ability,Verbal Analogies,Hard,"General,SSC,TCS NQT","['General', 'SSC', 'TCS NQT']",3
Q08626,Data Interpretation,Pie Charts,Hard,"TCS NQT,Placements","['TCS NQT', 'Placements']",2
Q08627,Quantitative Aptitude,Algebra,Medium,General,['General'],1
Q08628,Quantitative Aptitude,Simple Interest,Easy,"SSC,TCS NQT","['SSC', 'TCS NQT']",2
Q08629,Logical Reasoning,Coding-Decoding,Hard,"General,Placements,SSC","['General', 'Placements', 'SSC']",3
Q08630,Verbal Ability,Cloze Test,Medium,"Banking,SSC,General","['Banking', 'SSC', 'General']",3
Q08631,Logical Reasoning,Cubes & Dice,Medium,"SSC,Banking","['SSC', 'Banking']",2
Q08632,Data Interpretation,Mixed DI Sets,Easy,"CAT,Banking,General","['CAT', 'Banking', 'General']",3
Q08633,Logical Reasoning,Data Sufficiency,Easy,"SSC,TCS NQT","['SSC', 'TCS NQT']",2
Q08634,Logical Reasoning,Statement & Conclusion,Hard,"General,Placements,SSC","['General', 'Placements', 'SSC']",3
Q08635,Logical Reasoning,Statement & Assumption,Medium,"TCS NQT,Banking","['TCS NQT', 'Banking']",2
Q08636,Quantitative Aptitude,Surds & Indices,Easy,"CAT,SSC","['CAT', 'SSC']",2
Q08637,Quantitative Aptitude,Geometry,Hard,"Placements,General,CAT","['Placements', 'General', 'CAT']",3
Q08638,Quantitative Aptitude,Progressions (AP/GP),Easy,"TCS NQT,CAT","['TCS NQT', 'CAT']",2
Q08639,Quantitative Aptitude,Trigonometry,Medium,"General,Placements","['General', 'Placements']",2
Q08640,Quantitative Aptitude,Mixtures & Alligations,Medium,SSC,['SSC'],1
Q08641,Logical Reasoning,Series Completion,Easy,"TCS NQT,Banking","['TCS NQT', 'Banking']",2
Q08642,Quantitative Aptitude,Mensuration,Medium,CAT,['CAT'],1
Q08643,Logical Reasoning,Syllogisms,Medium,CAT,['CAT'],1
Q08644,Quantitative Aptitude,Algebra,Medium,"SSC,Banking,TCS NQT","['SSC', 'Banking', 'TCS NQT']",3
Q08645,Logical Reasoning,Statement & Assumption,Easy,"TCS NQT,SSC","['TCS NQT', 'SSC']",2
Q08646,Data Interpretation,Tables,Easy,"CAT,SSC,Banking","['CAT', 'SSC', 'Banking']",3
Q08647,Verbal Ability,Synonyms & Antonyms,Medium,SSC,['SSC'],1
Q08648,Data Interpretation,Mixed DI Sets,Hard,"TCS NQT,SSC","['TCS NQT', 'SSC']",2
Q08649,Quantitative Aptitude,Quadratic Equations,Medium,"CAT,Placements","['CAT', 'Placements']",2
Q08650,Quantitative Aptitude,Algebra,Hard,"General,Banking","['General', 'Banking']",2
Q08651,Logical Reasoning,Clocks & Calendars,Easy,Banking,['Banking'],1
Q08652,Logical Reasoning,Venn Diagrams,Easy,"SSC,Banking,Placements","['SSC', 'Banking', 'Placements']",3
Q08653,Logical Reasoning,Venn Diagrams,Easy,Placements,['Placements'],1
Q08654,Data Interpretation,Line Graphs,Easy,"SSC,General,TCS NQT","['SSC', 'General', 'TCS NQT']",3
Q08655,Verbal Ability,Idioms & Phrases,Easy,General,['General'],1
Q08656,Verbal Ability,Error Spotting,Hard,"SSC,Banking,General","['SSC', 'Banking', 'General']",3
Q08657,Quantitative Aptitude,Trigonometry,Easy,"TCS NQT,CAT","['TCS NQT', 'CAT']",2
Q08658,Verbal Ability,Cloze Test,Easy,"Banking,CAT","['Banking', 'CAT']",2
Q08659,Verbal Ability,Synonyms & Antonyms,Medium,"SSC,CAT,Placements","['SSC', 'CAT', 'Placements']",3
Q08660,Logical Reasoning,Input-Output,Easy,Placements,['Placements'],1
Q08661,Logical Reasoning,Series Completion,Medium,"General,SSC,Banking","['General', 'SSC', 'Banking']",3
Q08662,Verbal Ability,Reading Comprehension,Easy,"CAT,Banking","['CAT', 'Banking']",2
Q08663,Logical Reasoning,Puzzles,Easy,"Banking,TCS NQT","['Banking', 'TCS NQT']",2
Q08664,Logical Reasoning,Cubes & Dice,Easy,"General,CAT,SSC","['General', 'CAT', 'SSC']",3
Q08665,Quantitative Aptitude,Pipes & Cisterns,Medium,"General,TCS NQT","['General', 'TCS NQT']",2
Q08666,Verbal Ability,Odd One Out,Hard,"General,Placements,SSC","['General', 'Placements', 'SSC']",3
Q08667,Quantitative Aptitude,Simple Interest,Easy,"SSC,General,TCS NQT","['SSC', 'General', 'TCS NQT']",3
Q08668,Verbal Ability,Reading Comprehension,Medium,"General,Placements,Banking","['General', 'Placements', 'Banking']",3
Q08669,Quantitative Aptitude,Mixtures & Alligations,Medium,"General,Banking","['General', 'Banking']",2
Q08670,Verbal Ability,Reading Comprehension,Medium,Banking,['Banking'],1
Q08671,Verbal Ability,Reading Comprehension,Medium,TCS NQT,['TCS NQT'],1
Q08672,Verbal Ability,Para Summary,Hard,CAT,['CAT'],1
Q08673,Logical Reasoning,Seating Arrangement,Easy,"SSC,TCS NQT","['SSC', 'TCS NQT']",2
Q08674,Verbal Ability,Cloze Test,Hard,General,['General'],1
Q08675,Logical Reasoning,Syllogisms,Easy,Banking,['Banking'],1
Q08676,Logical Reasoning,Syllogisms,Medium,"Banking,TCS NQT","['Banking', 'TCS NQT']",2
Q08677,Quantitative Aptitude,Set Theory,Medium,"TCS NQT,CAT","['TCS NQT', 'CAT']",2
Q08678,Logical Reasoning,Analogy,Hard,"Banking,TCS NQT,Placements","['Banking', 'TCS NQT', 'Placements']",3
Q08679,Verbal Ability,Idioms & Phrases,Medium,"SSC,CAT","['SSC', 'CAT']",2
Q08680,Quantitative Aptitude,Quadratic Equations,Easy,"Placements,CAT,SSC","['Placements', 'CAT', 'SSC']",3
Q08681,Data Interpretation,Tables,Medium,"TCS NQT,General,Banking","['TCS NQT', 'General', 'Banking']",3
Q08682,Verbal Ability,Odd One Out,Easy,"General,Placements","['General', 'Placements']",2
Q08683,Quantitative Aptitude,Linear Equations,Easy,Banking,['Banking'],1
Q08684,Data Interpretation,Radar/Spider Charts,Easy,SSC,['SSC'],1
Q08685,Quantitative Aptitude,Surds & Indices,Medium,"General,TCS NQT","['General', 'TCS NQT']",2
Q08686,Quantitative Aptitude,Logarithms,Medium,"CAT,Banking","['CAT', 'Banking']",2
Q08687,Quantitative Aptitude,Percentages,Easy,"Placements,General","['Placements', 'General']",2
Q08688,Logical Reasoning,Series Completion,Easy,"CAT,Placements","['CAT', 'Placements']",2
Q08689,Data Interpretation,Tables,Hard,"CAT,Placements","['CAT', 'Placements']",2
Q08690,Data Interpretation,Bar Graphs,Medium,SSC,['SSC'],1
Q08691,Logical Reasoning,Series Completion,Hard,TCS NQT,['TCS NQT'],1
Q08692,Verbal Ability,Odd One Out,Easy,"Placements,Banking","['Placements', 'Banking']",2
Q08693,Quantitative Aptitude,Set Theory,Easy,"TCS NQT,Placements","['TCS NQT', 'Placements']",2
Q08694,Quantitative Aptitude,Geometry,Easy,"General,Placements","['General', 'Placements']",2
Q08695,Logical Reasoning,Venn Diagrams,Hard,"General,TCS NQT","['General', 'TCS NQT']",2
Q08696,Quantitative Aptitude,Geometry,Easy,"CAT,SSC","['CAT', 'SSC']",2
Q08697,Logical Reasoning,Blood Relations,Easy,General,['General'],1
Q08698,Verbal Ability,Cloze Test,Easy,General,['General'],1
Q08699,Data Interpretation,Bar Graphs,Medium,"General,Placements","['General', 'Placements']",2
Q08700,Quantitative Aptitude,Linear Equations,Easy,"Banking,SSC,Placements","['Banking', 'SSC', 'Placements']",3
Q08701,Quantitative Aptitude,Quadratic Equations,Medium,TCS NQT,['TCS NQT'],1
Q08702,Quantitative Aptitude,Time & Work,Medium,"Placements,Banking","['Placements', 'Banking']",2
Q08703,Verbal Ability,Sentence Correction,Medium,"Banking,TCS NQT,SSC","['Banking', 'TCS NQT', 'SSC']",3
Q08704,Logical Reasoning,Seating Arrangement,Medium,TCS NQT,['TCS NQT'],1
Q08705,Quantitative Aptitude,Permutation & Combination,Easy,"Banking,TCS NQT","['Banking', 'TCS NQT']",2
Q08706,Logical Reasoning,Puzzles,Hard,Placements,['Placements'],1
Q08707,Quantitative Aptitude,Surds & Indices,Medium,Placements,['Placements'],1
Q08708,Verbal Ability,Synonyms & Antonyms,Hard,SSC,['SSC'],1
Q08709,Verbal Ability,Cloze Test,Medium,"Placements,SSC,General","['Placements', 'SSC', 'General']",3
Q08710,Verbal Ability,Para Summary,Hard,CAT,['CAT'],1
Q08711,Logical Reasoning,Analogy,Medium,"TCS NQT,General,Placements","['TCS NQT', 'General', 'Placements']",3
Q08712,Logical Reasoning,Venn Diagrams,Easy,"SSC,Banking,General","['SSC', 'Banking', 'General']",3
Q08713,Logical Reasoning,Cubes & Dice,Hard,"General,SSC","['General', 'SSC']",2
Q08714,Logical Reasoning,Ranking & Order,Medium,"General,Placements","['General', 'Placements']",2
Q08715,Quantitative Aptitude,Time & Work,Easy,"General,SSC","['General', 'SSC']",2
Q08716,Logical Reasoning,Statement & Conclusion,Hard,"CAT,General","['CAT', 'General']",2
Q08717,Verbal Ability,Idioms & Phrases,Easy,General,['General'],1
Q08718,Verbal Ability,Idioms & Phrases,Medium,"General,SSC,CAT","['General', 'SSC', 'CAT']",3
Q08719,Logical Reasoning,Series Completion,Easy,"Banking,Placements","['Banking', 'Placements']",2
Q08720,Verbal Ability,Idioms & Phrases,Easy,General,['General'],1
Q08721,Quantitative Aptitude,Algebra,Hard,CAT,['CAT'],1
Q08722,Verbal Ability,Sentence Correction,Medium,"General,TCS NQT,CAT","['General', 'TCS NQT', 'CAT']",3
Q08723,Quantitative Aptitude,Partnership,Medium,"Placements,Banking,TCS NQT","['Placements', 'Banking', 'TCS NQT']",3
Q08724,Data Interpretation,Venn-based DI,Easy,"CAT,TCS NQT","['CAT', 'TCS NQT']",2
Q08725,Verbal Ability,Critical Reasoning,Easy,"CAT,SSC","['CAT', 'SSC']",2
Q08726,Quantitative Aptitude,Quadratic Equations,Medium,"Placements,General,CAT","['Placements', 'General', 'CAT']",3
Q08727,Quantitative Aptitude,Profit & Loss,Easy,"General,TCS NQT","['General', 'TCS NQT']",2
Q08728,Quantitative Aptitude,Ratio & Proportion,Hard,Placements,['Placements'],1
Q08729,Quantitative Aptitude,Algebra,Easy,"CAT,General","['CAT', 'General']",2
Q08730,Quantitative Aptitude,Simple Interest,Medium,Banking,['Banking'],1
Q08731,Logical Reasoning,Coding-Decoding,Medium,"Placements,Banking,CAT","['Placements', 'Banking', 'CAT']",3
Q08732,Quantitative Aptitude,"Time, Speed & Distance",Easy,TCS NQT,['TCS NQT'],1
Q08733,Quantitative Aptitude,Trigonometry,Medium,"SSC,Banking","['SSC', 'Banking']",2
Q08734,Verbal Ability,Odd One Out,Medium,General,['General'],1
Q08735,Verbal Ability,Verbal Analogies,Easy,Banking,['Banking'],1
Q08736,Quantitative Aptitude,Surds & Indices,Easy,"Banking,General,CAT","['Banking', 'General', 'CAT']",3
Q08737,Logical Reasoning,Statement & Assumption,Easy,"Banking,Placements","['Banking', 'Placements']",2
Q08738,Data Interpretation,Mixed DI Sets,Medium,Banking,['Banking'],1
Q08739,Quantitative Aptitude,Geometry,Medium,"Banking,CAT,General","['Banking', 'CAT', 'General']",3
Q08740,Logical Reasoning,Coding-Decoding,Medium,Banking,['Banking'],1
Q08741,Logical Reasoning,Direction Sense,Easy,SSC,['SSC'],1
Q08742,Quantitative Aptitude,Probability,Easy,"TCS NQT,Banking,CAT","['TCS NQT', 'Banking', 'CAT']",3
Q08743,Data Interpretation,Caselets,Medium,TCS NQT,['TCS NQT'],1
Q08744,Verbal Ability,Para Summary,Medium,"Placements,CAT,General","['Placements', 'CAT', 'General']",3
Q08745,Quantitative Aptitude,Surds & Indices,Easy,Banking,['Banking'],1
Q08746,Logical Reasoning,Clocks & Calendars,Medium,"SSC,Banking,General","['SSC', 'Banking', 'General']",3
Q08747,Verbal Ability,Verbal Analogies,Easy,"Banking,SSC","['Banking', 'SSC']",2
Q08748,Logical Reasoning,Puzzles,Hard,"TCS NQT,CAT,Banking","['TCS NQT', 'CAT', 'Banking']",3
Q08749,Verbal Ability,Reading Comprehension,Medium,"General,Placements","['General', 'Placements']",2
Q08750,Logical Reasoning,Blood Relations,Medium,"SSC,TCS NQT","['SSC', 'TCS NQT']",2
Q08751,Verbal Ability,Reading Comprehension,Medium,"General,Banking,CAT","['General', 'Banking', 'CAT']",3
Q08752,Quantitative Aptitude,Ratio & Proportion,Hard,"Placements,SSC","['Placements', 'SSC']",2
Q08753,Verbal Ability,Cloze Test,Medium,General,['General'],1
Q08754,Verbal Ability,Verbal Analogies,Medium,"General,CAT","['General', 'CAT']",2
Q08755,Verbal Ability,Para Jumbles,Easy,"CAT,SSC,General","['CAT', 'SSC', 'General']",3
Q08756,Quantitative Aptitude,"Time, Speed & Distance",Hard,"TCS NQT,Placements","['TCS NQT', 'Placements']",2
Q08757,Logical Reasoning,Ranking & Order,Easy,"CAT,Banking","['CAT', 'Banking']",2
Q08758,Data Interpretation,Caselets,Hard,CAT,['CAT'],1
Q08759,Verbal Ability,Fill in the Blanks,Easy,CAT,['CAT'],1
Q08760,Data Interpretation,Tables,Hard,"Banking,Placements,SSC","['Banking', 'Placements', 'SSC']",3
Q08761,Quantitative Aptitude,Time & Work,Medium,"CAT,Placements","['CAT', 'Placements']",2
Q08762,Logical Reasoning,Coding-Decoding,Hard,Banking,['Banking'],1
Q08763,Quantitative Aptitude,Progressions (AP/GP),Hard,"CAT,TCS NQT,Banking","['CAT', 'TCS NQT', 'Banking']",3
Q08764,Quantitative Aptitude,Linear Equations,Hard,"TCS NQT,CAT","['TCS NQT', 'CAT']",2
Q08765,Logical Reasoning,Direction Sense,Medium,"Placements,General,SSC","['Placements', 'General', 'SSC']",3
Q08766,Verbal Ability,Idioms & Phrases,Medium,TCS NQT,['TCS NQT'],1
Q08767,Verbal Ability,Critical Reasoning,Easy,General,['General'],1
Q08768,Data Interpretation,Pie Charts,Easy,Banking,['Banking'],1
Q08769,Verbal Ability,Fill in the Blanks,Medium,"Placements,SSC","['Placements', 'SSC']",2
Q08770,Quantitative Aptitude,Profit & Loss,Hard,"SSC,General","['SSC', 'General']",2
Q08771,Verbal Ability,Critical Reasoning,Medium,"TCS NQT,Placements","['TCS NQT', 'Placements']",2
Q08772,Verbal Ability,Error Spotting,Medium,"SSC,CAT,TCS NQT","['SSC', 'CAT', 'TCS NQT']",3
Q08773,Verbal Ability,Synonyms & Antonyms,Medium,"CAT,SSC,General","['CAT', 'SSC', 'General']",3
Q08774,Verbal Ability,Para Jumbles,Easy,TCS NQT,['TCS NQT'],1
Q08775,Logical Reasoning,Statement & Assumption,Medium,CAT,['CAT'],1
Q08776,Data Interpretation,Mixed DI Sets,Medium,"TCS NQT,General","['TCS NQT', 'General']",2
Q08777,Quantitative Aptitude,Partnership,Hard,"TCS NQT,General","['TCS NQT', 'General']",2
Q08778,Data Interpretation,Bar Graphs,Easy,SSC,['SSC'],1
Q08779,Verbal Ability,Verbal Analogies,Medium,"CAT,Banking","['CAT', 'Banking']",2
Q08780,Logical Reasoning,Analogy,Hard,Banking,['Banking'],1
Q08781,Quantitative Aptitude,Partnership,Medium,Placements,['Placements'],1
Q08782,Data Interpretation,Bar Graphs,Medium,"Banking,TCS NQT","['Banking', 'TCS NQT']",2
Q08783,Logical Reasoning,Cubes & Dice,Easy,TCS NQT,['TCS NQT'],1
Q08784,Logical Reasoning,Clocks & Calendars,Medium,Placements,['Placements'],1
Q08785,Verbal Ability,Critical Reasoning,Easy,"Banking,CAT,SSC","['Banking', 'CAT', 'SSC']",3
Q08786,Logical Reasoning,Seating Arrangement,Easy,"SSC,TCS NQT","['SSC', 'TCS NQT']",2
Q08787,Quantitative Aptitude,Ratio & Proportion,Easy,"General,TCS NQT,SSC","['General', 'TCS NQT', 'SSC']",3
Q08788,Logical Reasoning,Series Completion,Easy,Banking,['Banking'],1
Q08789,Verbal Ability,Para Summary,Hard,"SSC,CAT,Banking","['SSC', 'CAT', 'Banking']",3
Q08790,Quantitative Aptitude,Quadratic Equations,Hard,"Banking,General","['Banking', 'General']",2
Q08791,Verbal Ability,Reading Comprehension,Medium,Banking,['Banking'],1
Q08792,Verbal Ability,Critical Reasoning,Medium,SSC,['SSC'],1
Q08793,Verbal Ability,Fill in the Blanks,Easy,"General,TCS NQT,Banking","['General', 'TCS NQT', 'Banking']",3
Q08794,Quantitative Aptitude,Surds & Indices,Hard,"General,Placements,CAT","['General', 'Placements', 'CAT']",3
Q08795,Logical Reasoning,Analogy,Medium,CAT,['CAT'],1
Q08796,Logical Reasoning,Statement & Assumption,Medium,Placements,['Placements'],1
Q08797,Verbal Ability,Critical Reasoning,Easy,"Banking,General,SSC","['Banking', 'General', 'SSC']",3
Q08798,Logical Reasoning,Analogy,Easy,"SSC,CAT","['SSC', 'CAT']",2
Q08799,Verbal Ability,Reading Comprehension,Hard,"TCS NQT,SSC","['TCS NQT', 'SSC']",2
Q08800,Logical Reasoning,Syllogisms,Medium,"SSC,Banking,Placements","['SSC', 'Banking', 'Placements']",3
Q08801,Verbal Ability,Para Jumbles,Hard,"CAT,SSC,Banking","['CAT', 'SSC', 'Banking']",3
Q08802,Quantitative Aptitude,Number System,Easy,"SSC,Placements","['SSC', 'Placements']",2
Q08803,Logical Reasoning,Analogy,Easy,Banking,['Banking'],1
Q08804,Quantitative Aptitude,Logarithms,Medium,"SSC,TCS NQT,General","['SSC', 'TCS NQT', 'General']",3
Q08805,Logical Reasoning,Analogy,Medium,"CAT,General","['CAT', 'General']",2
Q08806,Data Interpretation,Pie Charts,Medium,Banking,['Banking'],1
Q08807,Quantitative Aptitude,Progressions (AP/GP),Easy,"Banking,SSC","['Banking', 'SSC']",2
Q08808,Logical Reasoning,Cubes & Dice,Easy,"SSC,General","['SSC', 'General']",2
Q08809,Data Interpretation,Data Sufficiency (DI),Easy,"Banking,Placements","['Banking', 'Placements']",2
Q08810,Quantitative Aptitude,Permutation & Combination,Hard,"Banking,Placements,TCS NQT","['Banking', 'Placements', 'TCS NQT']",3
Q08811,Verbal Ability,Para Summary,Easy,"TCS NQT,Placements,SSC","['TCS NQT', 'Placements', 'SSC']",3
Q08812,Verbal Ability,Idioms & Phrases,Hard,"SSC,CAT","['SSC', 'CAT']",2
Q08813,Verbal Ability,Sentence Correction,Medium,"CAT,TCS NQT,SSC","['CAT', 'TCS NQT', 'SSC']",3
Q08814,Logical Reasoning,Ranking & Order,Hard,"SSC,Banking,CAT","['SSC', 'Banking', 'CAT']",3
Q08815,Logical Reasoning,Input-Output,Hard,"General,TCS NQT","['General', 'TCS NQT']",2
Q08816,Verbal Ability,Error Spotting,Medium,"Placements,Banking,CAT","['Placements', 'Banking', 'CAT']",3
Q08817,Verbal Ability,Sentence Correction,Easy,"Placements,Banking,TCS NQT","['Placements', 'Banking', 'TCS NQT']",3
Q08818,Logical Reasoning,Syllogisms,Medium,"Banking,General,TCS NQT","['Banking', 'General', 'TCS NQT']",3
Q08819,Verbal Ability,Odd One Out,Medium,"SSC,Banking,CAT","['SSC', 'Banking', 'CAT']",3
Q08820,Logical Reasoning,Series Completion,Hard,"TCS NQT,Banking,Placements","['TCS NQT', 'Banking', 'Placements']",3
Q08821,Data Interpretation,Data Sufficiency (DI),Hard,Banking,['Banking'],1
Q08822,Quantitative Aptitude,Mensuration,Hard,"Placements,Banking,CAT","['Placements', 'Banking', 'CAT']",3
Q08823,Verbal Ability,Cloze Test,Medium,CAT,['CAT'],1
Q08824,Quantitative Aptitude,Mensuration,Medium,SSC,['SSC'],1
Q08825,Logical Reasoning,Puzzles,Hard,TCS NQT,['TCS NQT'],1
Q08826,Logical Reasoning,Input-Output,Medium,Placements,['Placements'],1
Q08827,Logical Reasoning,Syllogisms,Hard,"TCS NQT,Placements","['TCS NQT', 'Placements']",2
Q08828,Verbal Ability,Critical Reasoning,Medium,Placements,['Placements'],1
Q08829,Quantitative Aptitude,Ratio & Proportion,Medium,General,['General'],1
Q08830,Quantitative Aptitude,Ratio & Proportion,Hard,Placements,['Placements'],1
Q08831,Logical Reasoning,Series Completion,Easy,"TCS NQT,Placements,SSC","['TCS NQT', 'Placements', 'SSC']",3
Q08832,Quantitative Aptitude,Averages,Hard,"CAT,Banking","['CAT', 'Banking']",2
Q08833,Verbal Ability,Error Spotting,Medium,Banking,['Banking'],1
Q08834,Quantitative Aptitude,Progressions (AP/GP),Medium,"General,Placements","['General', 'Placements']",2
Q08835,Logical Reasoning,Blood Relations,Easy,"TCS NQT,SSC","['TCS NQT', 'SSC']",2
Q08836,Quantitative Aptitude,Set Theory,Medium,Placements,['Placements'],1
Q08837,Verbal Ability,Fill in the Blanks,Medium,"TCS NQT,Banking","['TCS NQT', 'Banking']",2
Q08838,Quantitative Aptitude,Algebra,Easy,TCS NQT,['TCS NQT'],1
Q08839,Quantitative Aptitude,Mixtures & Alligations,Easy,Placements,['Placements'],1
Q08840,Logical Reasoning,Venn Diagrams,Hard,Banking,['Banking'],1
Q08841,Verbal Ability,Error Spotting,Hard,CAT,['CAT'],1
Q08842,Logical Reasoning,Ranking & Order,Easy,"SSC,TCS NQT","['SSC', 'TCS NQT']",2
Q08843,Verbal Ability,Idioms & Phrases,Medium,"SSC,TCS NQT","['SSC', 'TCS NQT']",2
Q08844,Logical Reasoning,Analogy,Medium,"Placements,CAT","['Placements', 'CAT']",2
Q08845,Logical Reasoning,Puzzles,Medium,"General,TCS NQT,CAT","['General', 'TCS NQT', 'CAT']",3
Q08846,Data Interpretation,Caselets,Easy,SSC,['SSC'],1
Q08847,Logical Reasoning,Data Sufficiency,Medium,"Placements,TCS NQT","['Placements', 'TCS NQT']",2
Q08848,Verbal Ability,Reading Comprehension,Medium,"Placements,Banking","['Placements', 'Banking']",2
Q08849,Quantitative Aptitude,Geometry,Medium,"Placements,SSC","['Placements', 'SSC']",2
Q08850,Quantitative Aptitude,Algebra,Medium,Banking,['Banking'],1
Q08851,Logical Reasoning,Input-Output,Easy,"TCS NQT,Banking,General","['TCS NQT', 'Banking', 'General']",3
Q08852,Data Interpretation,Bar Graphs,Hard,"Placements,CAT,General","['Placements', 'CAT', 'General']",3
Q08853,Verbal Ability,Error Spotting,Medium,"Placements,General,CAT","['Placements', 'General', 'CAT']",3
Q08854,Logical Reasoning,Statement & Assumption,Hard,Banking,['Banking'],1
Q08855,Logical Reasoning,Syllogisms,Medium,TCS NQT,['TCS NQT'],1
Q08856,Quantitative Aptitude,Partnership,Medium,"TCS NQT,Banking","['TCS NQT', 'Banking']",2
Q08857,Logical Reasoning,Input-Output,Medium,TCS NQT,['TCS NQT'],1
Q08858,Verbal Ability,Verbal Analogies,Medium,"Placements,TCS NQT,Banking","['Placements', 'TCS NQT', 'Banking']",3
Q08859,Logical Reasoning,Analogy,Medium,TCS NQT,['TCS NQT'],1
Q08860,Verbal Ability,Odd One Out,Easy,General,['General'],1
Q08861,Verbal Ability,Para Jumbles,Medium,"Placements,SSC","['Placements', 'SSC']",2
Q08862,Logical Reasoning,Data Sufficiency,Easy,"Placements,TCS NQT","['Placements', 'TCS NQT']",2
Q08863,Quantitative Aptitude,Simple Interest,Easy,"General,TCS NQT","['General', 'TCS NQT']",2
Q08864,Logical Reasoning,Ranking & Order,Medium,"SSC,CAT","['SSC', 'CAT']",2
Q08865,Logical Reasoning,Input-Output,Easy,Placements,['Placements'],1
Q08866,Logical Reasoning,Series Completion,Medium,TCS NQT,['TCS NQT'],1
Q08867,Logical Reasoning,Blood Relations,Easy,"CAT,General","['CAT', 'General']",2
Q08868,Quantitative Aptitude,Algebra,Easy,General,['General'],1
Q08869,Verbal Ability,Reading Comprehension,Medium,TCS NQT,['TCS NQT'],1
Q08870,Quantitative Aptitude,Trigonometry,Medium,"SSC,CAT","['SSC', 'CAT']",2
Q08871,Verbal Ability,Synonyms & Antonyms,Hard,Placements,['Placements'],1
Q08872,Quantitative Aptitude,Surds & Indices,Medium,General,['General'],1
Q08873,Verbal Ability,Error Spotting,Hard,"CAT,General,Banking","['CAT', 'General', 'Banking']",3
Q08874,Verbal Ability,Fill in the Blanks,Hard,"SSC,General","['SSC', 'General']",2
Q08875,Logical Reasoning,Seating Arrangement,Easy,"SSC,TCS NQT","['SSC', 'TCS NQT']",2
Q08876,Data Interpretation,Radar/Spider Charts,Medium,"Placements,CAT,TCS NQT","['Placements', 'CAT', 'TCS NQT']",3
Q08877,Quantitative Aptitude,Averages,Easy,"Banking,Placements","['Banking', 'Placements']",2
